time_seconds,acc_x,acc_y,acc_z,q_w,q_x,q_y,q_z
1.3464,-0.29,-0.64,-5.77,0.83,0.47,-0.13,-0.28
1.3663,-0.02,0.39,-5.88,0.82,0.49,-0.13,-0.27
1.3908,0.46,-0.51,-5.91,0.81,0.5,-0.15,-0.26
1.4704,0.32,-2.36,-6.33,0.81,0.52,-0.15,-0.25
1.4863,2.56,-3.28,-8.05,0.76,0.59,-0.18,-0.22
1.5067,2.62,-2.05,-7.81,0.74,0.61,-0.18,-0.21
1.5744,3.06,-0.98,-7.16,0.73,0.63,-0.18,-0.2
1.5866,4.15,-1.35,-7.07,0.7,0.66,-0.2,-0.19
1.6074,3.74,-0.97,-6.14,0.69,0.67,-0.2,-0.19
1.6563,3.51,0.86,-6.48,0.69,0.66,-0.21,-0.19
1.6776,0.15,-1.35,-0.41,0.69,0.65,-0.25,-0.2
1.7024,1.54,-0.47,-1.16,0.68,0.66,-0.26,-0.2
1.7177,2.13,0.39,-0.43,0.67,0.66,-0.27,-0.21
1.7365,2.46,-0.78,0.61,0.66,0.66,-0.29,-0.21
1.7577,1.98,-1.24,1.3,0.65,0.66,-0.3,-0.21
1.8151,0.72,-0.98,1.37,0.64,0.66,-0.32,-0.21
1.8302,3.6,-2.17,2.11,0.62,0.67,-0.36,-0.22
1.8472,3.3,-1.54,3.01,0.61,0.67,-0.37,-0.22
1.875,2.32,-1.02,3.42,0.6,0.67,-0.39,-0.23
1.8973,1.87,-0.69,3.71,0.58,0.66,-0.41,-0.24
1.935,2.3,-1.89,3.59,0.57,0.66,-0.43,-0.24
1.9506,1.28,-1.96,3.29,0.56,0.66,-0.44,-0.25
1.9673,-0.18,-0.27,3.05,0.55,0.66,-0.45,-0.26
2.0371,-0.4,0.02,2.91,0.54,0.65,-0.46,-0.27
2.0573,0.25,0.15,1.75,0.51,0.64,-0.49,-0.29
2.0823,0.53,-0.48,1.99,0.51,0.63,-0.5,-0.3
2.0973,1.32,-1.34,1.7,0.5,0.63,-0.51,-0.31
2.1174,0.32,-0.24,0.88,0.5,0.63,-0.51,-0.31
2.1403,-0.64,0.16,0.68,0.49,0.62,-0.52,-0.32
2.1572,0.27,-1.02,1.27,0.49,0.62,-0.53,-0.32
2.1775,1.54,-1.95,1.42,0.48,0.61,-0.53,-0.33
2.2471,1.69,-0.2,1.38,0.48,0.61,-0.53,-0.34
2.2677,4.17,-2.21,3.73,0.47,0.61,-0.54,-0.35
2.2878,4.84,-2.79,2.71,0.47,0.61,-0.53,-0.35
2.3534,4.75,-0.87,3.58,0.47,0.62,-0.51,-0.36
2.3674,4.61,-1.2,3.46,0.49,0.63,-0.48,-0.36
2.3873,3.5,-2.16,2.78,0.51,0.63,-0.46,-0.37
2.4102,2.23,-2.91,2.48,0.52,0.62,-0.44,-0.38
2.4273,1.48,-2.77,2.73,0.54,0.62,-0.42,-0.38
2.4472,1.87,-2.39,1.84,0.56,0.62,-0.39,-0.38
2.4692,1.25,-0.75,1.56,0.58,0.61,-0.37,-0.39
2.4881,0.93,-0.96,1.36,0.61,0.6,-0.34,-0.39
2.5491,0.79,-2.27,2.39,0.64,0.58,-0.31,-0.4
2.568,-2.55,-0.6,-0.01,0.71,0.52,-0.21,-0.42
2.5893,-4.35,-0.44,1.64,0.74,0.5,-0.18,-0.42
2.6073,-3.7,-1.43,1.75,0.76,0.48,-0.16,-0.42
2.6284,-2.97,-1.57,1.11,0.77,0.46,-0.14,-0.41
2.6571,-4.02,1.07,-0.83,0.79,0.45,-0.12,-0.41
2.6773,-6.31,0.87,-1.21,0.81,0.42,-0.11,-0.39
2.6973,-6.68,-2.9,-1.2,0.82,0.42,-0.11,-0.37
2.7173,-5.7,-2.78,-2.59,0.83,0.42,-0.1,-0.36
2.7378,-4.14,-0.76,-4.11,0.83,0.42,-0.1,-0.35
2.8191,-4.02,-0.67,-4.34,0.83,0.43,-0.11,-0.35
2.8373,-1.2,-1.91,-6.4,0.81,0.48,-0.15,-0.3
2.8573,-1.57,0.32,-6.17,0.8,0.5,-0.15,-0.29
2.9211,-0.01,1.17,-6.77,0.8,0.51,-0.16,-0.28
2.9372,4.72,-0.1,-6.67,0.77,0.56,-0.18,-0.25
2.9573,4.0,-0.32,-4.78,0.76,0.57,-0.19,-0.24
2.9802,3.61,-2.59,-5.16,0.75,0.58,-0.19,-0.24
3.003,3.64,-0.84,-5.65,0.74,0.6,-0.19,-0.24
3.0831,3.26,1.69,-5.53,0.74,0.61,-0.19,-0.23
3.0973,3.79,-0.32,-7.78,0.73,0.62,-0.19,-0.23
3.1172,1.0,0.67,-8.28,0.73,0.62,-0.19,-0.23
3.1404,0.62,-0.82,-7.59,0.72,0.62,-0.19,-0.24
3.1572,1.58,-1.05,-6.21,0.72,0.62,-0.2,-0.24
3.1773,-0.41,0.93,-4.96,0.72,0.61,-0.2,-0.25
3.1991,-1.51,0.36,-4.61,0.73,0.61,-0.21,-0.25
3.2722,-2.39,-0.23,-1.73,0.72,0.61,-0.21,-0.25
3.2882,0.27,0.75,-0.12,0.69,0.61,-0.27,-0.27
3.3112,-0.4,-0.88,2.05,0.68,0.62,-0.29,-0.27
3.332,0.36,-0.47,2.41,0.67,0.62,-0.31,-0.27
3.3494,2.05,-1.15,2.74,0.66,0.63,-0.33,-0.27
3.3685,3.87,-2.24,2.91,0.64,0.63,-0.34,-0.27
3.4385,2.93,-2.38,3.04,0.62,0.64,-0.35,-0.27
3.4587,2.59,-0.34,1.98,0.57,0.66,-0.4,-0.28
3.5051,1.7,-0.34,2.53,0.56,0.65,-0.42,-0.28
3.5185,1.49,-2.95,1.83,0.53,0.65,-0.45,-0.29
3.5382,3.0,-1.0,1.99,0.52,0.65,-0.47,-0.3
3.5582,3.92,-0.73,2.23,0.51,0.64,-0.48,-0.3
3.5791,2.5,-2.36,2.79,0.5,0.64,-0.5,-0.31
3.6052,1.18,-3.2,2.78,0.5,0.63,-0.5,-0.31
3.6182,0.35,-1.21,2.42,0.49,0.63,-0.51,-0.31
3.6382,-0.34,1.78,1.75,0.49,0.63,-0.51,-0.32
3.6682,0.8,-1.53,0.96,0.48,0.62,-0.53,-0.32
3.6891,0.52,-0.37,0.86,0.47,0.62,-0.53,-0.32
3.7601,-0.06,1.64,1.66,0.47,0.62,-0.54,-0.33
3.7839,-0.02,-2.74,3.38,0.46,0.6,-0.55,-0.35
3.8631,0.47,-0.49,2.65,0.46,0.6,-0.55,-0.36
3.8782,3.44,-2.64,3.26,0.46,0.59,-0.55,-0.36
3.8982,4.19,-1.85,3.07,0.46,0.6,-0.55,-0.36
3.9184,4.42,-1.53,3.06,0.47,0.6,-0.54,-0.36
3.9383,4.98,-1.82,2.57,0.47,0.61,-0.52,-0.36
3.9672,5.31,-2.48,1.93,0.48,0.62,-0.51,-0.37
3.9782,6.33,-2.61,1.79,0.48,0.62,-0.49,-0.37
3.9983,5.66,-2.09,2.17,0.5,0.63,-0.47,-0.36
4.0311,5.3,-0.16,2.07,0.51,0.63,-0.45,-0.36
4.0482,3.21,-0.51,2.48,0.54,0.63,-0.42,-0.37
4.0682,1.45,-1.4,1.72,0.56,0.63,-0.39,-0.37
4.0882,1.59,-2.86,1.71,0.58,0.63,-0.37,-0.37
4.1151,2.32,-1.96,0.87,0.59,0.63,-0.35,-0.36
4.1283,1.73,-1.93,-0.04,0.61,0.63,-0.32,-0.36
4.1482,0.74,-2.63,-0.35,0.63,0.62,-0.29,-0.36
4.1715,-1.32,-2.47,-0.95,0.65,0.61,-0.26,-0.36
4.1919,-1.16,-1.79,-0.95,0.67,0.6,-0.23,-0.36
4.2738,-2.48,-0.09,-1.25,0.69,0.59,-0.2,-0.36
4.2903,-3.95,0.65,-1.35,0.76,0.54,-0.1,-0.36
4.3085,-4.42,0.89,-1.46,0.77,0.52,-0.08,-0.37
4.3311,-5.53,1.91,-2.03,0.78,0.51,-0.06,-0.37
4.3482,-6.21,1.65,-1.82,0.79,0.49,-0.06,-0.36
4.3702,-6.04,-3.23,-1.61,0.81,0.47,-0.06,-0.36
4.3884,-5.63,-3.61,-1.84,0.81,0.46,-0.06,-0.35
4.4151,-3.63,-0.94,-2.52,0.82,0.46,-0.06,-0.34
4.4282,-1.79,1.27,-2.97,0.82,0.46,-0.07,-0.33
4.4482,-2.79,0.12,-3.61,0.83,0.46,-0.09,-0.31
4.4711,-2.83,-6.01,-3.48,0.83,0.46,-0.1,-0.3
4.4892,-2.64,-3.89,-4.14,0.82,0.48,-0.1,-0.3
4.5086,-0.59,2.15,-4.83,0.81,0.49,-0.1,-0.3
4.5823,-0.4,0.63,-5.71,0.81,0.5,-0.11,-0.29
4.5984,4.1,1.18,-6.53,0.78,0.57,-0.14,-0.25
4.6242,5.19,-2.98,-5.92,0.77,0.58,-0.15,-0.23
4.6492,5.21,-3.73,-6.08,0.75,0.61,-0.14,-0.23
4.6681,4.49,0.39,-5.21,0.74,0.62,-0.14,-0.23
4.69,3.95,0.2,-5.25,0.73,0.63,-0.14,-0.22
4.7086,3.2,-2.04,-5.75,0.72,0.64,-0.14,-0.22
4.7282,2.09,-1.97,-6.34,0.71,0.65,-0.15,-0.22
4.8003,-0.27,-2.18,-6.24,0.71,0.65,-0.15,-0.22
4.8181,0.86,0.86,-5.4,0.68,0.68,-0.16,-0.22
4.8385,2.34,1.47,-5.45,0.68,0.68,-0.16,-0.22
4.9084,2.53,0.27,-3.7,0.67,0.68,-0.18,-0.22
4.9184,0.49,1.09,-2.3,0.67,0.67,-0.22,-0.22
4.9386,2.48,1.05,-1.24,0.67,0.67,-0.24,-0.23
5.016,2.95,0.39,-0.62,0.67,0.66,-0.26,-0.23
5.045,2.32,-1.3,3.19,0.65,0.63,-0.34,-0.25
5.1231,3.64,-1.7,3.16,0.64,0.63,-0.36,-0.26
5.1392,3.37,-1.5,3.54,0.61,0.62,-0.42,-0.28
5.1635,1.86,-1.69,3.05,0.6,0.61,-0.43,-0.28
5.1851,-0.62,-1.76,3.78,0.59,0.61,-0.44,-0.29
5.1992,-1.55,-1.64,4.58,0.59,0.61,-0.44,-0.3
5.2192,-1.12,-0.82,4.2,0.58,0.61,-0.45,-0.3
5.2461,0.21,-1.25,3.84,0.57,0.6,-0.46,-0.31
5.2592,0.36,-2.34,4.0,0.57,0.6,-0.47,-0.31
5.2792,-1.11,0.77,4.12,0.56,0.6,-0.47,-0.32
5.3022,-2.63,1.15,4.29,0.55,0.6,-0.47,-0.33
5.3192,-2.06,-0.18,3.33,0.55,0.6,-0.48,-0.34
5.3442,-0.4,-1.25,2.91,0.54,0.6,-0.48,-0.34
5.364,2.98,-2.0,2.33,0.54,0.6,-0.49,-0.34
5.3797,2.58,-0.73,2.64,0.54,0.59,-0.48,-0.35
5.3994,0.68,0.41,2.09,0.54,0.59,-0.48,-0.35
5.4194,-0.63,-0.03,1.96,0.55,0.59,-0.48,-0.36
5.4395,-0.92,-0.16,1.94,0.55,0.58,-0.48,-0.36
5.4596,2.1,-1.48,1.39,0.55,0.58,-0.48,-0.36
5.4794,3.57,-2.0,1.18,0.56,0.58,-0.47,-0.36
5.4997,2.31,-1.49,2.23,0.57,0.58,-0.46,-0.37
5.5195,1.18,-0.97,2.64,0.57,0.57,-0.45,-0.37
5.5397,3.3,-0.55,2.71,0.58,0.57,-0.44,-0.38
5.6171,4.78,-1.3,2.33,0.59,0.57,-0.42,-0.38
5.6292,2.89,-0.59,2.96,0.64,0.56,-0.32,-0.41
5.6491,2.33,2.29,2.28,0.66,0.56,-0.29,-0.41
5.6721,2.63,1.22,1.35,0.68,0.54,-0.27,-0.42
5.6891,1.17,-1.21,1.09,0.7,0.53,-0.24,-0.42
5.7181,-0.58,-2.35,0.86,0.72,0.5,-0.22,-0.43
5.7292,-1.44,-1.37,0.55,0.73,0.48,-0.2,-0.43
5.7498,-1.92,-0.42,0.57,0.75,0.47,-0.18,-0.43
5.8291,-2.52,-1.75,0.55,0.77,0.45,-0.16,-0.43
5.8517,-4.02,0.32,0.33,0.81,0.38,-0.08,-0.43
5.9235,-3.89,0.3,-0.29,0.82,0.37,-0.07,-0.43
5.9396,-4.58,-2.07,-3.26,0.85,0.35,-0.08,-0.39
5.9646,-6.0,-0.32,-2.63,0.85,0.35,-0.09,-0.38
6.0011,-5.03,-0.46,-3.22,0.86,0.35,-0.1,-0.36
6.0192,-1.82,-4.09,-4.27,0.86,0.38,-0.13,-0.33
6.0392,-1.72,-1.93,-5.64,0.85,0.39,-0.13,-0.33
6.0661,-1.61,0.85,-5.31,0.84,0.41,-0.13,-0.32
6.0827,-1.15,-0.09,-5.99,0.84,0.43,-0.14,-0.31
6.0992,-0.9,-1.74,-4.96,0.83,0.44,-0.15,-0.3
6.1231,1.12,0.36,-6.13,0.82,0.46,-0.16,-0.28
6.1396,1.61,1.17,-5.91,0.82,0.48,-0.18,-0.27
6.1591,2.09,-1.42,-5.5,0.81,0.49,-0.2,-0.25
6.188,1.51,-2.9,-5.33,0.8,0.51,-0.21,-0.24
6.1991,1.14,-1.43,-5.34,0.79,0.53,-0.21,-0.23
6.2198,0.7,0.78,-4.78,0.78,0.54,-0.22,-0.22
6.2971,1.91,0.21,-4.27,0.77,0.56,-0.22,-0.21
6.3091,4.45,-0.15,-4.93,0.75,0.59,-0.24,-0.19
6.3296,3.16,-0.64,-4.64,0.74,0.59,-0.24,-0.19
6.3952,1.77,-0.39,-5.12,0.74,0.6,-0.24,-0.19
6.4193,2.68,-1.91,-5.66,0.73,0.62,-0.24,-0.18
6.4565,2.02,-1.98,-5.49,0.73,0.62,-0.23,-0.18
6.4701,2.9,1.2,-4.89,0.72,0.63,-0.22,-0.18
6.4891,0.48,0.82,-3.81,0.72,0.63,-0.23,-0.18
6.5261,-1.09,-0.46,-2.68,0.72,0.63,-0.24,-0.19
6.5402,2.03,-0.06,-1.8,0.7,0.63,-0.25,-0.19
6.5651,2.72,0.34,-1.31,0.7,0.63,-0.27,-0.19
6.5951,0.64,-2.8,-0.28,0.69,0.63,-0.29,-0.2
6.6101,1.0,-2.03,2.05,0.68,0.63,-0.31,-0.21
6.6292,1.42,-0.46,0.83,0.66,0.64,-0.32,-0.21
6.6631,3.16,-0.93,1.34,0.65,0.64,-0.34,-0.22
6.6854,2.79,-0.97,3.43,0.63,0.65,-0.36,-0.22
6.7005,2.51,-0.8,5.64,0.62,0.64,-0.38,-0.23
6.7204,2.08,-0.02,6.68,0.61,0.64,-0.39,-0.24
6.7407,2.05,-0.83,6.71,0.61,0.64,-0.41,-0.25
6.7601,1.81,-1.0,6.36,0.6,0.64,-0.41,-0.26
6.8301,1.44,-1.64,5.68,0.59,0.63,-0.42,-0.27
6.8393,-0.22,-0.57,0.81,0.57,0.62,-0.44,-0.31
6.8603,-0.59,-1.73,1.21,0.57,0.62,-0.44,-0.32
6.9011,-1.03,-0.73,0.99,0.56,0.62,-0.45,-0.33
6.9204,-1.91,0.75,0.57,0.55,0.61,-0.46,-0.34
6.9401,-1.71,-1.77,2.37,0.54,0.6,-0.47,-0.35
6.9712,-0.47,-2.84,2.45,0.54,0.6,-0.48,-0.35
6.9921,-0.24,-0.55,2.03,0.53,0.6,-0.49,-0.36
7.0091,-0.57,-0.35,2.48,0.53,0.59,-0.49,-0.36
7.0301,-0.18,-0.62,3.72,0.52,0.59,-0.5,-0.36
7.0501,1.49,-1.12,3.83,0.52,0.59,-0.5,-0.36
7.0702,3.2,-1.0,5.03,0.52,0.59,-0.5,-0.36
7.1151,4.68,-0.96,5.34,0.53,0.59,-0.49,-0.36
7.1301,5.06,-0.9,5.59,0.54,0.6,-0.47,-0.37
7.1501,7.01,-2.23,4.94,0.55,0.6,-0.45,-0.38
7.1735,7.03,-3.12,3.16,0.56,0.6,-0.43,-0.38
7.1901,4.75,-2.6,3.11,0.57,0.6,-0.4,-0.39
7.2103,1.74,-0.81,2.95,0.59,0.59,-0.37,-0.41
7.2303,0.68,-0.14,3.84,0.61,0.58,-0.35,-0.41
7.2524,2.08,-1.99,2.0,0.63,0.57,-0.33,-0.41
7.3254,2.12,-2.16,1.41,0.65,0.56,-0.31,-0.4
7.3405,-2.14,-2.04,1.81,0.72,0.52,-0.25,-0.39
7.3609,-1.67,-1.6,-0.34,0.73,0.51,-0.24,-0.38
7.4322,-2.09,-1.44,-0.78,0.75,0.51,-0.22,-0.37
7.4502,-4.86,-1.8,-0.21,0.78,0.49,-0.16,-0.35
7.4704,-4.55,-0.8,-0.69,0.79,0.49,-0.15,-0.34
7.5011,-4.89,2.16,-1.29,0.79,0.5,-0.14,-0.33
7.5204,-3.17,-3.01,-1.36,0.79,0.51,-0.15,-0.3
7.5404,-2.48,-5.19,-2.19,0.79,0.51,-0.14,-0.29
7.5602,-3.32,-1.16,-3.2,0.79,0.52,-0.13,-0.29
7.5931,-4.15,1.66,-3.4,0.79,0.52,-0.12,-0.29
7.6101,-3.56,-0.15,-4.38,0.79,0.53,-0.13,-0.27
7.6302,-1.54,-3.43,-4.84,0.79,0.54,-0.14,-0.25
7.6631,-1.44,-2.61,-6.18,0.78,0.56,-0.14,-0.25
7.6802,-0.71,-1.61,-7.12,0.77,0.58,-0.14,-0.25
7.7005,-0.32,-0.72,-7.54,0.76,0.59,-0.14,-0.24
7.7761,0.36,-0.84,-7.17,0.75,0.6,-0.14,-0.23
7.7901,3.16,-2.05,-6.71,0.73,0.64,-0.14,-0.2
7.8135,2.75,-0.77,-6.71,0.72,0.65,-0.14,-0.2
7.8582,2.22,0.21,-5.9,0.71,0.66,-0.14,-0.19
7.8711,1.7,-1.26,-5.88,0.71,0.67,-0.14,-0.18
7.8901,1.01,-0.47,-5.05,0.7,0.67,-0.14,-0.18
7.9206,1.16,0.21,-4.38,0.7,0.67,-0.15,-0.18
7.9404,1.66,0.67,-4.3,0.7,0.68,-0.15,-0.19
8.0124,2.16,0.46,-4.35,0.69,0.68,-0.16,-0.19
8.0317,0.58,-0.39,-1.86,0.68,0.68,-0.2,-0.2
8.0544,2.89,-0.75,-0.79,0.67,0.68,-0.21,-0.21
8.0718,2.91,-0.8,-0.23,0.66,0.68,-0.23,-0.22
8.1431,1.81,-1.2,0.88,0.66,0.68,-0.25,-0.22
8.1662,3.99,-0.2,2.83,0.62,0.69,-0.29,-0.25
8.2153,1.29,-0.97,2.99,0.61,0.69,-0.31,-0.25
8.2313,1.5,-0.95,4.04,0.58,0.69,-0.34,-0.26
8.2513,1.27,-0.32,3.73,0.57,0.69,-0.35,-0.27
8.2713,-0.09,-1.63,3.18,0.57,0.69,-0.36,-0.28
8.2948,-0.3,-1.5,3.16,0.56,0.69,-0.37,-0.28
8.3752,0.39,-0.45,2.46,0.55,0.69,-0.38,-0.29
8.3913,-0.72,-0.81,1.83,0.53,0.68,-0.41,-0.3
8.4118,0.13,-0.74,1.73,0.52,0.68,-0.41,-0.3
8.4314,1.22,-0.38,1.61,0.52,0.68,-0.42,-0.31
8.4519,0.71,0.39,1.95,0.51,0.68,-0.42,-0.31
8.5273,-0.47,1.02,1.67,0.51,0.68,-0.43,-0.31
8.5516,0.83,0.7,1.63,0.5,0.68,-0.45,-0.31
8.6271,0.37,1.2,1.73,0.5,0.68,-0.45,-0.31
8.6512,5.8,-3.31,1.52,0.49,0.66,-0.47,-0.32
8.7001,6.62,-1.99,2.47,0.49,0.67,-0.46,-0.32
8.7264,8.05,-0.53,3.84,0.51,0.66,-0.43,-0.35
8.7471,4.88,-2.91,4.46,0.53,0.65,-0.4,-0.37
8.761,2.87,-3.88,4.2,0.55,0.65,-0.37,-0.38
8.7833,0.77,-1.23,3.09,0.58,0.63,-0.33,-0.39
8.8013,-1.1,0.15,3.42,0.61,0.62,-0.29,-0.41
8.8232,-0.22,-1.74,2.99,0.64,0.6,-0.25,-0.42
8.8701,-0.83,-1.19,1.62,0.67,0.58,-0.21,-0.42
8.8933,-4.96,-0.68,1.29,0.73,0.51,-0.13,-0.43
8.9361,-5.14,-1.52,1.41,0.76,0.49,-0.1,-0.42
8.951,0.21,-0.63,-0.42,0.79,0.46,-0.06,-0.41
8.9731,-2.86,0.64,-1.47,0.8,0.44,-0.04,-0.4
9.0072,-5.18,-0.96,-1.04,0.82,0.43,-0.03,-0.39
9.0211,-5.1,-1.18,-0.89,0.83,0.42,-0.03,-0.36
9.0411,-3.22,0.24,-1.64,0.84,0.42,-0.03,-0.34
9.0761,-1.89,-0.52,-2.69,0.84,0.43,-0.04,-0.32
9.0911,-0.1,-2.86,-2.67,0.85,0.43,-0.06,-0.3
9.1111,-2.64,-0.91,-3.2,0.84,0.44,-0.06,-0.29
9.1502,-4.61,-1.68,-3.36,0.84,0.46,-0.07,-0.29
9.1611,-3.24,-1.52,-4.48,0.81,0.5,-0.07,-0.29
9.1862,1.18,-0.57,-6.36,0.8,0.53,-0.08,-0.28
9.2331,1.65,-0.96,-6.83,0.79,0.54,-0.08,-0.28
9.2511,-1.27,-0.84,-6.5,0.76,0.59,-0.11,-0.25
9.273,2.21,-3.16,-8.38,0.74,0.61,-0.12,-0.24
9.3171,2.12,-3.09,-8.31,0.73,0.63,-0.13,-0.24
9.3311,1.46,-0.84,-8.15,0.71,0.65,-0.13,-0.24
9.3521,0.78,-0.6,-7.84,0.7,0.66,-0.14,-0.24
9.3747,0.71,-0.53,-7.44,0.69,0.67,-0.14,-0.23
9.4541,1.5,-0.89,-7.29,0.68,0.68,-0.15,-0.23
9.472,1.09,0.58,-3.69,0.65,0.7,-0.17,-0.23
9.491,1.67,0.25,-3.57,0.65,0.7,-0.18,-0.23
9.534,1.75,0.25,-2.81,0.64,0.7,-0.19,-0.23
9.5527,1.88,-0.72,-0.78,0.63,0.71,-0.21,-0.24
9.5821,1.68,-0.13,-0.76,0.62,0.71,-0.23,-0.24
9.6121,2.93,-0.79,0.53,0.6,0.72,-0.24,-0.25
9.6311,4.09,-0.69,0.73,0.59,0.72,-0.27,-0.25
9.651,2.98,-1.05,1.32,0.57,0.72,-0.29,-0.25
9.6821,2.12,-1.97,2.64,0.56,0.72,-0.31,-0.26
9.7023,2.17,-1.88,3.01,0.54,0.73,-0.33,-0.25
9.7214,2.63,-0.51,2.41,0.52,0.74,-0.35,-0.25
9.7934,2.93,-0.83,2.71,0.51,0.74,-0.36,-0.26
9.8124,1.18,-0.38,3.84,0.48,0.73,-0.4,-0.27
9.8315,2.94,-0.65,3.22,0.47,0.73,-0.41,-0.27
9.8524,2.18,-0.98,3.55,0.46,0.73,-0.42,-0.28
9.8824,1.19,-0.93,3.18,0.45,0.73,-0.43,-0.29
9.9041,1.15,-0.2,2.95,0.45,0.72,-0.44,-0.29
9.9271,0.78,0.75,2.45,0.45,0.72,-0.44,-0.29
9.942,-0.23,-0.61,1.38,0.44,0.72,-0.45,-0.3
9.962,0.14,-1.48,1.42,0.44,0.72,-0.45,-0.3
10.005,1.21,-0.25,1.72,0.44,0.72,-0.45,-0.31
10.022,-0.77,1.31,1.61,0.43,0.71,-0.46,-0.31
10.042,-1.23,-0.46,2.05,0.44,0.7,-0.47,-0.32
10.0891,0.89,-1.45,1.78,0.44,0.7,-0.47,-0.32
10.1122,1.32,0.64,1.75,0.44,0.69,-0.47,-0.32
10.1671,0.7,-0.94,1.32,0.44,0.69,-0.47,-0.33
10.182,1.54,-0.07,0.71,0.44,0.69,-0.47,-0.33
10.201,1.0,0.24,0.64,0.44,0.69,-0.47,-0.34
10.247,0.32,-1.27,0.64,0.45,0.68,-0.47,-0.34
10.262,2.25,-0.18,1.25,0.45,0.69,-0.46,-0.34
10.282,3.29,0.05,1.67,0.46,0.69,-0.45,-0.34
10.3293,4.13,-1.62,2.36,0.46,0.69,-0.44,-0.34
10.342,5.8,-0.73,2.92,0.48,0.69,-0.42,-0.35
10.3621,5.96,-0.13,3.03,0.5,0.69,-0.4,-0.35
10.4094,5.82,-1.37,2.62,0.51,0.68,-0.38,-0.35
10.4246,1.82,-1.55,1.78,0.56,0.67,-0.33,-0.37
10.4423,0.23,-1.6,2.34,0.58,0.65,-0.31,-0.38
